post_id,post_date,post_type,caption,hashtags,hashtag_count,reach,impressions,likes,comments,shares,saves,follows_gained,total_engagement,engagement_rate,day_of_week,hour,month,year,time_bucket
IG0604,2025-02-26 03:29:00,Video,Behind the scenes of fashion — swipe to see more.,#art #motivation #foodie #india,4,6024,6948,166,9,58,132,17,365,0.0606,Wednesday,3,February,2025,Night
IG0605,2025-02-06 01:05:00,Carousel,We just launched something new in food. Link in bio!,#ootd #nature #technology #delhi #motivation #photography,6,8194,12848,279,5,181,234,23,699,0.0853,Thursday,1,February,2025,Night
IG0606,2025-11-20 03:27:00,Reel,Why wellness matters more than you think.,#fashion #instagood #business #fitness #mumbai #foodie #nature #explorepage,8,7301,10342,401,9,174,43,5,627,0.0859,Thursday,3,November,2025,Night
IG0607,2025-05-13 09:39:00,Carousel,No caption,#business #ootd #foodie #lifestyle #india,5,5303,6456,202,6,84,39,2,331,0.0624,Tuesday,9,May,2025,Morning
IG0608,2024-01-28 06:30:00,Image,Behind the scenes of travel — swipe to see more.,#explorepage #startup,2,5628,9002,117,2,78,163,38,360,0.064,Sunday,6,January,2024,Morning
IG0609,2024-01-23 03:10:00,Carousel,Check out our latest wellness update! What do you think?,#technology #marketing,2,3663,5819,182,3,33,26,2,244,0.0666,Tuesday,3,January,2024,Night
IG0610,2025-08-06 12:03:00,Image,Check out our latest tech update! What do you think?,#fashion #fitness #startup #delhi #marketing,5,2411,3064,72,2,22,18,4,114,0.0473,Wednesday,12,August,2025,Afternoon
IG0611,2025-09-18 21:57:00,Image,A day in the life: fitness edition.,#explorepage #travel #india #fashion #startup #ootd #photography,7,3022,3409,75,2,56,49,10,182,0.0602,Thursday,21,September,2025,Night
IG0612,2025-05-21 19:41:00,Carousel,No caption,#technology #startup #fashion #photography #ootd,5,7982,9474,405,16,32,127,19,580,0.0727,Wednesday,19,May,2025,Evening
IG0613,2025-12-02 10:58:00,Video,We just launched something new in food. Link in bio!,#lifestyle #ootd #business #startup #art #delhi #explorepage,7,8393,11045,292,11,165,130,22,598,0.0712,Tuesday,10,December,2025,Morning
IG0614,2024-05-12 05:12:00,Carousel,Why fitness matters more than you think.,#instagood #marketing,2,2496,2862,83,4,19,27,5,133,0.0533,Sunday,5,May,2024,Morning
IG0615,2025-07-24 01:01:00,Reel,Big announcement coming soon about fitness!,#motivation #art #photography #delhi #travel,5,2923,4617,175,9,43,110,8,337,0.1153,Thursday,1,July,2025,Night
IG0616,2024-08-17 15:16:00,Reel,Check out our latest fitness update! What do you think?,#art #travel #delhi #motivation #lifestyle,5,6007,7975,309,3,92,215,29,619,0.103,Saturday,15,August,2024,Afternoon
IG0617,2024-04-23 03:50:00,Image,Behind the scenes of fashion — swipe to see more.,#delhi,1,5268,7344,110,2,70,133,17,315,0.0598,Tuesday,3,April,2024,Night
IG0618,2025-01-05 05:46:00,Reel,Big announcement coming soon about food!,#technology #india #marketing #fitness,4,7204,9538,473,9,153,146,36,781,0.1084,Sunday,5,January,2025,Morning
IG0619,2025-03-25 13:49:00,Carousel,No caption,,0,20869,32521,742,24,389,491,72,1646,0.0789,Tuesday,13,March,2025,Afternoon
IG0620,2025-01-16 22:48:00,Reel,5 tips every beginner should know about travel.,#art #explorepage #lifestyle #india #startup #business,6,2394,3728,120,6,44,76,12,246,0.1028,Thursday,22,January,2025,Night
